kic,prot,teff
10198507,37.949,4765
10198664,21.896,5495
10198744,15.676,5595
10198872,11.761,4409
10199126,15.508,5522
10199239,15.634,5538
10199394,33.178,5273
10199446,17.743,5486
10199596,6.546,5439
10199661,18.3,5558
10199685,23.944,4767
10200308,12.331,5370
10200415,21.83,5347
10200489,10.768,6145
10200535,27.555,4834
10200615,25.184,5512
10200722,24.627,5194
10200900,19.688,5736
10201975,28.066,5237
10202419,20.705,4844
10202496,40.539,4805
10202683,20.518,4915
10202767,32.856,4786
10202783,15.379,5440
10203039,26.536,5518
10203041,27.395,5536
10203141,25.322,5493
10203218,15.757,5087
10205804,16.278,4964
10205999,21.893,5618
10207296,10.956,6083
10207302,13.323,5260
10207362,22.368,4836
10207402,12.292,5917
10207505,6.47,5879
10207821,8.36,5965
10207900,26.618,4938
10208053,13.231,5944
10208140,12.7,5923
10208196,32.729,5534
10208303,8.073,6380
10208355,9.289,5548
10208370,10.902,4475
10208470,10.741,4992
10208502,18.34,4791
10212376,11.478,5335
10212726,8.252,5460
10212783,10.919,6006
10212984,10.852,5360
10212988,18.623,5926
10213448,22.708,4928
10213566,11.396,5377
10213744,4.767,5621
10214535,32.654,4989
10214540,11.77,5310
10214873,10.84,5505
10214966,11.855,5032
10215099,41.022,4531
10215443,10.062,5241
10215558,17.119,5160
10215856,12.744,5591
10215905,6.519,5971
10219089,21.052,5318
10219182,10.942,5677
10219269,24.609,5173
10219271,5.972,5563
10219365,10.024,5899
10219422,15.131,5958
10219434,0.249,6167
10219562,9.935,5509
10219726,31.375,5149
10219960,2.901,6165
10220086,30.456,4955
10220603,9.88,6018
10220685,21.583,5216
10220756,4.845,5753
10220782,24.072,5420
10221150,1.737,6211
10221223,18.433,5977
10221237,20.225,5432
10221239,19.439,5698
10221366,14.467,5934
10221455,2.231,4803
10221511,28.965,5032
10221518,12.27,6098
10221771,9.334,6251
10221904,3.566,5605
10222098,9.225,5967
10222127,18.755,5644
10222128,17.325,5396
10222509,13.782,4554
10222585,27.387,5351
10222603,15.08,5861
10222736,1.216,5724
10222884,27.248,5040
10222903,21.211,5732
10223090,13.685,4974
10223911,12.495,6211
10224033,12.093,5502
10224141,3.964,6255
10224468,9.255,6021
10224561,3.078,6348
10224610,6.876,6211
10224620,7.897,5243
10224814,15.361,4893
10225596,16.255,5465
10225820,9.578,5050
10225826,17.842,5447
10225925,14.172,5955
10226001,16.9,5860
10226169,3.127,5592
10226382,31.396,5052
10226708,8.387,5604
10226781,1.034,6236
10228271,22.192,4816
10229138,35.141,4807
10229329,24.436,5039
10230145,37.036,4882
10230252,21.146,5236
10230420,16.603,4831
10230455,7.091,5305
10230462,7.236,4867
10230472,19.868,4661
10230653,19.223,5935
10231119,8.218,5598
10231171,4.736,6259
10231594,11.748,4986
10231762,26.139,5480
10251919,32.316,5111
10252131,3.913,6193
10252207,17.32,5525
10252382,16.93,5270
10252413,18.492,5636
10252620,5.622,5364
10252667,10.318,5907
10252672,10.176,5535
10252866,9.47,5057
10252901,11.164,5430
10252955,27.739,5124
10253017,23.802,5618
10253028,6.828,6235
10253304,5.067,5392
10253457,25.576,5223
10253519,31.008,5048
10253609,13.914,4749
10253638,7.456,6361
10253676,1.373,5673
10253977,28.963,5144
10254249,10.92,5160
10254702,27.848,5298
10255036,25.119,4740
10255070,28.495,5712
10255125,37.926,4800
10255196,35.023,5365
10255447,13.091,5735
10255557,24.026,5247
10256240,7.391,6261
10256327,8.551,5731
10256442,29.702,5281
10256550,17.612,5759
10256595,1.727,6224
10256619,22.909,4936
10256682,26.945,5232
10256832,14.15,5332
10257107,20.053,5372
10257150,18.574,5442
10257274,25.443,4734
10257310,30.017,5070
10257908,23.692,5641
10258136,5.071,5668
10258144,8.586,6193
10258197,27.771,4489
10258273,22.18,5071
10258322,34.408,4935
10258853,22.703,4562
10259171,18.605,5956
10259189,38.773,4902
10259333,9.182,6191
10262272,6.076,5363
10262574,7.62,5185
10262661,27.739,5078
10262679,41.851,4605
10262709,46.405,5453
10263691,0.449,4658
10263795,22.893,5245
10263836,23.692,5742
10263947,42.379,5438
10263992,26.448,4861
10264106,13.841,5117
10264218,32.939,4775
10264318,23.305,5710
10264744,0.637,6272
10265078,16.229,4764
10265241,7.677,5222
10265333,14.865,5706
10265341,3.52,6178
10265563,4.859,5996
10265858,33.622,4804
10266153,18.399,5565
10266166,9.049,5671
10266194,14.3,5323
10266552,19.851,5702
10266568,22.074,5333
10266705,20.464,5549
10267063,14.33,5704
10267486,31.131,4985
10267640,32.08,4929
10267766,11.608,5614
10267801,11.422,5438
10267806,19.753,5593
10267994,20.018,5195
10268287,15.834,5263
10268835,0.712,5621
10268862,9.778,5157
10268920,17.624,5924
10269469,13.512,5914
10271703,10.485,4897
10271799,7.485,6284
10272375,15.897,5463
10272501,16.003,5722
10272693,18.017,4764
10273000,14.806,5598
10273467,10.887,6011
10273604,1.825,6226
10273811,23.596,5124
10273863,11.063,5552
10273894,14.234,5305
10273897,19.707,5057
10274200,2.28,6394
10274571,11.395,5696
10275039,19.372,4817
10275284,13.621,6074
10275420,7.208,5301
10275962,26.117,5556
10275991,12.148,5885
10276003,19.605,4704
10279177,25.114,5499
10279679,19.275,5775
10279828,8.202,5003
10279858,17.54,4469
10279927,24.018,5417
10280077,17.461,5938
10280351,31.068,4462
10280480,32.726,5249
10280600,33.603,4611
10280703,6.122,4528
10280708,1.725,6385
10280775,11.648,5670
10280866,16.531,5846
10280926,10.799,4878
10280958,6.92,5738
10281119,8.569,5282
10281311,1.829,6096
10281318,31.079,5568
10281333,26.552,4978
10281345,16.343,5053
10281465,26.276,5597
10281498,31.592,4610
10281630,14.559,5880
10281638,23.79,5424
10281883,23.856,5598
10281888,25.884,5515
10281895,9.978,5681
10281953,25.482,5171
10282021,23.183,5034
10284591,10.136,5559
10284675,29.73,5221
10284738,22.745,6247
10284812,29.395,5391
10284814,11.241,5046
10284895,24.738,5113
10284914,21.137,4427
10284953,12.264,6079
10285000,19.402,5036
10285206,4.792,5672
10285463,8.902,5827
10285470,37.705,5099
10285574,25.736,5554
10285596,6.88,6237
10285655,27.868,4758
10285797,18.361,6087
10285988,10.12,5481
10286281,14.073,5648
10286286,14.941,5429
10286289,6.09,6268
10286405,11.598,5467
10286429,15.266,5822
10286543,6.138,6250
10286692,10.923,5687
10286883,15.351,5660
10286962,18.541,5345
10287183,5.815,5725
10287216,7.182,6250
10287311,28.29,4742
10287354,13.074,6221
10287666,13.269,5841
10287668,6.529,6273
10287795,24.044,5595
10287991,0.921,5336
10288023,15.181,5504
10288148,18.251,6485
10288218,6.626,5445
10288324,12.23,6284
10288333,7.278,6344
10288540,18.646,5580
10288681,25.128,5206
10288812,15.771,4937
10288822,61.84,4966
10289383,15.402,5459
10289452,25.407,5253
10289495,8.008,5379
10289602,32.365,5138
10289754,8.104,5873
10289868,18.969,5788
10290021,12.536,5942
10290503,21.406,5355
10290537,17.654,5826
10290600,19.381,5443
10290647,20.815,5738
10290672,10.365,5418
10291723,6.68,5842
10291734,7.101,6244
10291936,18.986,5491
10292204,6.757,6019
10292229,4.772,5453
10292323,16.598,5465
10292331,15.744,5847
10292509,31.008,5184
10292554,19.882,5304
10292636,31.939,5036
10292650,27.415,5175
10292686,15.07,5818
10293068,22.535,5404
10293088,20.204,5190
10293236,12.926,4418
10293558,5.236,5822
10293719,25.053,5630
10293980,1.067,4774
10294352,7.074,5325
10294538,20.786,5330
10295068,11.445,4463
10295202,30.949,4431
10295224,2.76,5826
10295511,24.417,5647
10295851,8.561,5605
10296170,7.726,5351
10296186,19.672,5557
10296255,16.418,5671
10296300,19.418,5064
10296496,13.691,5638
10296585,25.056,5667
10297395,7.201,5836
10297585,5.4,5280
10297588,14.579,5493
10317410,26.852,4566
10317840,8.413,6029
10318648,25.352,5040
10318694,16.04,5996
10318706,27.749,4463
10318901,24.664,5360
10319112,1.798,4988
10319285,34.415,4740
10319395,19.8,5016
10319544,16.766,5466
10319548,20.451,5723
10320003,21.16,4812
10320105,13.586,6039
10320278,0.809,4563
10320482,34.219,5836
10321061,0.652,5689
10321064,18.135,5677
10321251,30.477,4966
10321405,19.556,5521
10321681,15.424,5352
10321726,34.692,5218
10322133,20.714,5223
10322568,22.154,5260
10322614,4.564,5989
10322721,8.407,6295
10322760,8.281,6006
10323538,13.727,5132
10323670,18.546,5843
10323745,21.579,4817
10323822,30.87,5245
10324488,27.412,5155
10324490,14.127,5845
10324900,18.882,4593
10324944,23.059,5531
10325063,1.647,5491
10328375,5.073,5397
10328648,4.446,5972
10328673,18.032,6010
10328797,14.018,5905
10328898,27.003,5462
10329115,24.508,4725
10329365,21.781,4779
10329923,2.867,6498
10330073,21.432,5566
10330078,24.545,4776
10330600,23.095,5849
10330707,33.264,4764
10330753,28.859,4477
10330785,29.409,5007
10330806,28.784,4721
10330819,20.043,5516
10331250,31.285,5055
10331274,14.552,4983
10331397,26.563,5576
10331563,62.598,5860
10331723,21.585,5183
10331764,22.067,5663
10331929,27.593,5064
10332123,28.284,4514
10332143,22.711,5662
10332181,19.3,6313
10332207,35.213,4954
10332399,24.187,5229
10332679,31.498,4433
10332700,34.449,5055
10332832,26.653,4459
10333034,24.387,5197
10333166,16.572,4776
10333170,20.246,5410
10333221,19.757,5592
10333410,13.071,5213
10334303,16.418,6022
10334364,6.887,6329
10334470,25.2,5228
10334495,31.968,5128
10334745,22.855,6212
10334773,10.464,4660
10334851,8.529,6141
10336742,21.002,4975
10336793,20.907,5395
10336910,14.906,5253
10336945,13.086,5962
10336977,3.407,5750
10337072,27.881,5206
10337116,8.943,6342
10337155,14.292,4998
10337306,9.534,5098
10337441,9.698,5069
10337853,23.168,5713
10337859,28.638,5261
10338027,26.691,4742
10338223,24.0,5200
10338245,24.962,4560
10338256,14.491,4669
10338300,12.291,5687
10338343,14.418,5811
10339093,10.761,5107
10339385,5.307,5427
10339390,6.49,5605
10339681,22.864,4779
10339706,16.567,5320
10339872,12.964,5089
10340180,15.731,5517
10340183,14.165,6279
10340645,6.854,5699
10340708,19.248,5830
10340891,20.409,5543
10341128,18.832,5298
10341130,10.13,6214
10341755,13.877,4794
10341777,10.837,5986
10341787,9.562,5191
10345854,18.267,5461
10345921,26.717,5618
10345947,20.931,5529
10346286,5.977,5544
10346409,9.271,5409
10346521,3.11,5994
10346596,1.349,6389
10346850,18.182,6350
10347045,17.23,5982
10347308,16.273,6131
10350101,5.813,6329
10350184,23.303,5441
10350396,13.052,5642
10350419,27.747,4827
10350463,10.654,5186
10350521,24.221,5431
10350857,9.839,5695
10350877,18.413,5750
10350930,13.021,5994
10351093,21.67,5721
10351220,5.201,6006
10351485,14.739,5150
10351540,32.643,4636
10351604,12.788,5646
10351631,20.258,5502
10351691,16.337,5837
10351715,5.788,5512
10352157,14.038,5815
10352244,8.435,5614
10352251,6.77,5695
10352426,10.383,4965
10352659,14.637,5366
10352683,21.345,5202
10352725,38.503,4546
10353032,17.408,5377
10353082,11.723,5276
10353092,33.58,4941
10353303,23.015,5085
10353327,14.187,5806
10353449,10.935,5570
10353451,10.899,6039
10353473,8.843,6356
10353492,24.636,5120
10353505,25.204,4762
10353510,5.582,6001
10353572,27.956,5215
10353653,24.122,4871
10353666,28.718,5315
10353676,18.104,5910
10353852,7.158,5571
10353899,7.792,5480
10354027,10.538,4946
10354280,13.459,5438
10354445,35.552,5014
10354509,20.848,5584
10354516,13.197,4884
10354572,26.098,4822
10354593,18.684,4858
10354597,11.193,4961
10354699,16.407,5476
10354861,46.076,5340
10354945,9.286,5171
10354975,14.741,5776
10355273,20.572,4951
10355387,23.972,5331
10355472,22.56,5437
10355662,7.427,6283
10355814,19.759,6009
10355856,4.495,6288
10355880,15.278,5576
10355888,9.707,5640
10355941,10.72,4459
10356047,15.64,5719
10356697,17.785,5443
10356979,17.836,5654
10357256,10.964,5204
10358076,14.817,5594
10358432,40.881,5388
10358453,18.304,5808
10358909,1.451,5024
10358952,19.923,4608
10359008,27.895,5356
10359048,1.305,6492
10359296,14.366,5198
10359458,31.485,4650
10359646,2.109,6080
10359680,5.995,5673
10360332,24.137,4856
10360475,15.379,5656
10360907,3.876,6131
10360916,15.599,5790
10361197,12.691,5420
10361699,9.04,4913
10361888,14.6,5810
10361923,1.996,5570
10362135,11.64,5451
10362546,17.336,4977
10362854,14.294,5489
10362937,9.212,4935
10363233,12.845,5133
10382684,33.499,5027
10382823,12.687,5018
10382942,31.928,4928
10382946,4.995,6078
10383222,33.78,4809
10383872,13.867,5041
10383987,11.537,5575
10384253,38.848,4758
10384323,19.405,4781
10384420,23.121,5413
10384663,6.034,5620
10384790,39.202,4749
10385248,25.314,5012
10385506,28.529,5360
10385587,24.385,4894
10385803,23.118,4988
10385992,26.4,5272
10386229,7.724,5310
10386900,15.327,5383
10386925,14.441,4733
10387162,17.866,4809
10387363,26.513,5291
10387549,16.605,5023
10387672,9.987,6022
10387738,30.947,5448
10387773,4.379,5998
10387792,26.867,4928
10387800,23.569,4861
10388508,17.932,5862
10388531,8.634,5379
10388598,16.388,5371
10388647,32.152,4800
10388784,7.024,5975
10388910,9.54,6061
10389121,4.48,4536
10389178,13.092,5523
10389458,9.456,5830
10389638,25.389,4756
10389736,15.686,5288
10389793,7.99,6121
10393849,38.16,4478
10394004,32.974,5146
10394143,8.659,4866
10394332,1.261,4915
10394384,15.982,6022
10394589,19.931,5088
10394801,27.172,5229
10394802,27.732,4806
10394803,37.261,4953
10395028,10.041,5854
10395358,23.317,4718
10395374,16.7,5161
10395733,19.769,5366
10395972,19.366,4966
10396224,17.153,5240
10396245,30.194,4830
10396339,33.226,5066
10396560,24.863,5522
10396697,22.855,5582
10397078,12.472,5710
10397291,17.415,5193
10397453,24.353,5572
10397497,30.786,4738
10397567,22.346,5208
10397616,19.79,5871
10397881,22.154,5396
10398088,5.615,5368
10398586,26.244,5658
10398907,15.007,5606
10399024,24.623,5420
10399244,17.073,5103
10401690,6.445,6418
10401970,16.953,5058
10402150,22.839,5360
10402220,16.447,5793
10402356,15.908,6052
10402592,18.959,5643
10402607,27.813,5337
10402660,23.436,4941
10402755,19.511,5831
10402942,30.617,4909
10403204,34.625,5169
10403818,6.931,5402
10404271,14.83,5074
10404649,2.602,6210
10404847,6.545,5301
10405224,31.253,4773
10405591,11.625,6311
10405597,11.586,5843
10406016,16.104,4875
10406282,31.9,5073
10407138,7.7,6275
10407763,4.908,6494
10407858,26.466,5362
10411677,3.619,5793
10411806,11.88,4923
10411902,10.609,4937
10412037,8.35,5011
10412040,14.878,5969
10414643,22.208,5734
10414809,25.692,4969
10415160,7.042,6354
10415681,26.839,5791
10416087,29.816,4807
10416215,14.88,5949
10416386,26.889,5085
10416420,10.767,5563
10416501,14.497,5607
10416708,4.206,5698
10416737,8.511,5378
10416866,30.42,5384
10416930,20.643,4913
10417031,26.121,4971
10417515,28.871,5382
10417662,13.815,5142
10417808,14.314,5979
10417838,13.58,5657
10417984,3.581,4583
10418128,3.709,6062
10418142,7.772,5518
10418398,27.31,4745
10418423,43.407,4596
10418466,16.529,5305
10418513,28.871,5487
10418754,12.921,6093
10418885,27.312,5337
10418908,31.95,4873
10419006,7.84,5311
10419075,20.752,5432
10419120,24.859,4609
10419750,9.293,6136
10419787,10.82,5582
10419804,8.387,5531
10419991,25.157,5188
10420031,11.107,5464
10420205,16.762,6049
10420267,12.796,5793
10420319,26.823,5321
10420486,21.155,5827
10420533,18.861,5916
10420842,15.533,6124
10421526,19.025,5536
10421561,13.896,4992
10421688,6.724,5002
10421886,17.152,5457
10421922,10.416,5999
10421943,14.839,5640
10422005,17.953,5172
10422030,5.726,4701
10422511,15.77,6176
10422573,20.117,5469
10422592,20.46,5295
10422860,30.865,5098
10423272,36.687,4687
10423486,12.154,5711
10423618,35.342,5026
10423825,15.299,5626
10424058,9.079,6088
10424339,10.97,5572
10424362,30.604,5782
10424717,8.853,6026
10424880,17.13,4484
10424951,2.639,6462
10424985,10.405,4634
10425482,12.024,5554
10425763,22.017,5488
10425836,24.245,5164
10426282,15.827,5398
10426470,18.231,5335
10426654,29.905,5427
10426723,23.261,5513
10426752,18.401,5677
10426782,13.25,6142
10426889,9.024,5106
10426993,13.576,5564
10427272,15.998,5312
10427522,9.192,6052
10447529,15.701,5618
10447556,19.546,4978
10447585,3.877,6349
10447798,25.374,5037
10447912,17.988,5877
10448160,14.319,5201
10448333,18.945,5056
10448337,17.985,5114
10449437,23.261,5224
10449681,18.827,4822
10449741,32.479,4875
10449768,28.086,5412
10449891,15.639,5036
10450024,23.82,4822
10450108,10.8,4600
10450308,13.182,5573
10450544,14.944,5677
10450819,26.782,4445
10450882,37.175,5024
10451632,17.399,4589
10452009,15.817,5280
10452367,24.555,5008
10452523,19.879,5034
10452709,3.019,5088
10452810,19.095,5710
10453001,12.362,5436
10453091,13.648,5723
10453154,28.633,5361
10453208,24.769,5436
10453226,20.887,5433
10453350,3.172,6030
10453357,18.564,4759
10453475,15.17,5202
10453607,21.458,5562
10453787,14.173,4887
10454113,14.448,5972
10454266,24.531,5379
10454589,11.904,5192
10456902,26.638,5370
10459864,1.379,4852
10459910,17.896,5041
10459987,6.094,5018
10460008,24.782,5217
10460062,20.52,5381
10460082,26.027,5592
10460289,31.05,5020
10460310,5.704,6397
10460563,27.737,5249
10460571,27.754,5296
10460595,24.604,5456
10460736,21.77,5525
10460793,8.953,4878
10460885,17.957,4926
10461011,17.755,4716
10461340,17.99,4599
10461451,17.217,5657
10461780,16.934,5417
10462310,3.571,6352
10462367,31.03,4652
10462402,27.105,5221
10462421,6.688,5994
10463399,18.596,5636
10463609,11.205,4740
10463638,29.014,4957
10463756,12.566,5416
10463760,12.757,4588
10463778,4.793,5952
10463780,20.45,5811
10463931,8.373,6231
10463985,19.44,5239
10464263,20.28,5801
10464397,27.679,6182
10464501,9.331,6152
10464732,18.947,5761
10464872,9.422,5853
10465014,15.01,5841
10465068,21.04,5169
10467718,22.044,4931
10467823,27.132,5093
10468313,5.141,5541
10468501,24.188,5558
10468538,10.83,5752
10468611,14.979,5299
10468664,32.742,4711
10468695,23.922,5289
10468825,11.005,5404
10468929,14.33,4876
10468976,21.786,5180
10468984,24.775,5044
10469383,17.889,4711
10469927,10.144,5412
10470104,18.958,5303
10470126,20.578,5909
10470133,16.233,4615
10470250,22.408,5280
10470282,5.293,6000
10470390,28.493,5922
10470885,11.628,5553
10471005,20.61,5368
10471021,6.09,6493
10471241,30.977,4931
10471412,15.27,5771
10471508,17.797,5158
10472119,22.534,5098
10472438,8.052,5197
10472872,27.012,5435
10473049,27.675,5117
10473130,18.688,5271
10473148,9.634,5832
10473452,8.013,5083
10473482,18.717,5671
10474113,13.469,5273
10480267,6.191,5805
10480417,15.494,5380
10480459,20.772,5572
10480892,10.637,6045
10480913,32.173,5058
10481317,22.408,5555
10481335,16.323,5636
10481347,12.663,5983
10481602,28.252,5106
10481824,9.019,6133
10482010,11.544,6242
10482041,25.069,5459
10482056,16.712,5530
10482340,19.799,5555
10482544,5.397,5709
10482554,5.381,5838
10482821,30.732,5569
10482835,24.6,5772
10482939,15.73,4994
10482948,12.997,6139
10483062,14.134,5097
10483100,6.876,5655
10483103,6.88,6087
10483276,22.177,5144
10483401,21.01,5693
10483427,15.1,5431
10483443,7.565,5585
10483447,24.858,5551
10483930,0.999,5416
10483937,8.307,6160
10483938,8.249,5932
10484082,16.724,5492
10484341,17.774,5362
10484558,9.78,5966
10484670,30.924,4939
10484675,4.432,6412
10484789,24.562,4831
10485184,8.135,5445
10485272,30.519,5259
10485834,12.048,5829
10485922,29.603,4431
10485978,23.862,4924
10486050,5.427,6026
10486303,24.436,5328
10486315,13.844,5896
10487072,13.192,5732
10487534,35.972,4711
10487620,31.924,5064
10487634,12.596,5608
10487642,6.211,5903
10487701,23.514,5799
10487955,10.753,4963
10488071,5.393,5805
10488080,21.99,4446
10488091,5.117,6340
10488161,2.84,5827
10488229,6.413,5804
10488525,16.34,5519
10488688,41.337,4770
10489060,17.297,5560
10489402,11.082,5598
10489544,17.577,4968
10489814,3.198,5436
10490179,16.633,5162
10490282,0.789,5319
10490710,14.081,5518
10490757,13.109,5758
10491129,6.782,5521
10491292,36.869,4670
10491580,7.019,5892
10491599,18.298,5445
10492057,8.461,5499
10492540,16.566,5442
10492898,25.695,5276
10493278,8.064,5782
10493471,1.268,5969
10513142,39.079,4779
10513604,31.895,4752
10513696,31.595,5094
10513712,31.337,5089
10514084,27.771,5034
10514169,33.165,4943
10514274,14.024,5912
10514291,34.641,4745
10514529,22.897,4605
10514584,16.83,5025
10514618,12.926,5228
10514636,17.943,5403
10514649,24.205,5427
10514730,17.122,5672
10515183,10.66,4787
10515199,28.809,4957
10515282,17.261,5403
10515886,22.867,5125
10515921,6.798,5267
10515924,10.49,4424
10515934,12.175,4951
10515953,30.804,5084
10515995,26.8,4489
10516029,24.837,5361
10516401,14.921,5939
10516426,9.374,5356
10516532,22.784,5418
10516589,18.622,4703
10517362,13.374,5877
10517499,12.188,5361
10517766,19.688,5591
10517972,18.837,5095
10518125,2.309,6194
10518551,20.975,5988
10518563,28.532,4614
10518739,16.379,5038
10518878,22.72,5049
10519701,6.693,5850
10521833,24.245,5185
10522041,6.893,5391
10522136,20.952,5601
10522251,21.686,5127
10522264,4.472,6336
10524994,11.86,5747
10525175,10.017,6141
10525241,22.157,5488
10525378,22.906,5456
10525463,16.613,4768
10525682,28.479,4781
10525848,15.077,5931
10526046,18.916,6323
10526136,13.01,4799
10526152,12.578,4899
10526298,23.1,5581
10526482,19.091,5574
10526682,17.5,5817
10526815,10.717,5825
10526835,24.354,5493
10526959,25.985,5198
10527098,7.762,6334
10527150,28.751,4987
10527200,32.803,5109
10527275,1.984,6228
10527540,12.34,4639
10527775,18.613,6045
10527793,7.824,4972
10527855,45.978,5416
10527898,10.277,5745
10527954,21.853,5279
10528093,12.232,5143
10528194,21.854,5266
10528227,20.142,5843
10528243,10.638,4871
10528315,17.914,5923
10528530,10.958,5444
10528691,27.181,4926
10528932,21.539,5305
10529126,22.28,5312
10529155,7.054,6193
10529174,31.058,4680
10529176,17.456,4860
10529186,26.058,4968
10529310,8.544,5525
10529366,10.464,5523
10529379,19.058,5654
10529637,15.886,5561
10532030,22.059,5121
10532731,21.735,5214
10533222,24.338,5658
10534553,13.63,5317
10534565,34.075,5187
10534721,21.806,5735
10535424,0.885,4954
10535599,21.236,5105
10535616,23.001,5460
10535696,32.794,4697
10536033,11.522,5037
10536375,33.092,5294
10536936,11.894,4842
10537061,1.279,5078
10537283,19.307,4863
10537290,22.426,5347
10537419,26.402,4934
10537475,8.618,5341
10537503,23.399,5909
10537909,22.936,5540
10537999,8.521,6220
10538166,15.631,5604
10538556,24.919,5601
10538605,9.214,5574
10538713,20.176,5656
10538911,33.829,5678
10538915,27.479,5163
10544624,14.253,5050
10544687,5.844,6121
10544691,6.872,5286
10544826,20.869,5000
10544828,6.129,6023
10545093,6.669,5300
10545098,6.665,5377
10545305,14.569,5305
10545804,8.616,5005
10545890,11.231,4752
10546017,3.134,6411
10546099,7.31,5867
10546271,25.304,5567
10546300,5.622,6167
10546402,6.899,5090
10546442,5.323,6261
10546472,4.298,6046
10546535,24.397,5380
10546601,22.795,4934
10546745,24.359,4648
10546982,31.09,4910
10547015,12.612,6020
10547207,20.587,5782
10547297,34.708,4801
10547601,42.676,5536
10547685,2.784,6165
10547856,9.382,6335
10548004,13.761,5937
10548123,12.163,4691
10548253,21.654,5519
10548822,23.611,5211
10548868,36.443,4901
10549248,17.901,6066
10549379,23.496,5595
10549395,24.025,5093
10549404,7.028,5980
10549776,35.284,5449
10549839,56.918,5737
10549874,4.709,5443
10549942,11.615,5619
10550039,23.515,4679
10550312,14.334,5749
10550390,27.616,5362
10550660,0.889,5115
10550665,22.168,5261
10551328,22.044,5578
10551457,5.927,5442
10551665,6.722,5876
10551707,5.431,6310
10551964,12.884,5859
10551989,8.012,5170
10552017,28.317,4480
10552320,4.531,6410
10552390,32.554,5547
10552673,7.831,5807
10552697,17.475,5543
10552727,11.098,4808
10552886,20.544,5761
10553017,0.488,4989
10553049,23.106,5913
10553052,20.439,5183
10553107,6.343,5405
10553199,12.917,4638
10553397,13.999,6164
10553526,11.356,5705
10553563,26.055,4638
10553769,1.271,5087
10553803,14.125,5477
10554117,24.737,4953
10554118,15.662,6102
10554356,27.299,4953
10554425,10.306,5715
10555288,6.496,6006
10555438,17.187,5351
10555700,33.148,4936
10555879,17.606,5502
10556022,27.474,4841
10556342,14.347,5605
10556443,13.218,6243
10556466,37.363,4613
10556524,7.755,5292
10556725,27.126,4782
10556904,29.996,5277
10557213,14.526,5169
10557244,15.486,5033
10557255,3.014,5979
10557423,14.378,5321
10578573,11.402,5953
10578903,32.929,4622
10578972,27.376,5128
10579103,33.918,5082
10579183,21.707,5621
10579205,5.139,5331
10579294,5.178,6292
10579337,22.822,4780
10579554,28.985,5074
10579993,17.472,5194
10580460,16.728,4405
10580913,16.808,5178
10581256,13.603,5413
10582534,10.285,5475
10582569,7.79,5232
10582773,4.467,5477
10583310,8.441,5647
10583379,3.731,5743
10583513,10.159,5477
10583563,27.186,5284
10584006,15.521,4688
10584160,33.983,5335
10584196,11.918,5136
10585920,14.326,4579
10585938,21.323,5665
10585974,20.367,4418
10586073,16.476,5388
10586351,15.82,5858
10586745,17.967,5292
10586847,14.945,4833
10587067,16.758,4621
10587245,18.257,5418
10587610,21.984,4997
10587692,19.552,5389
10589821,13.051,5158
10590054,2.09,6206
10590277,29.036,4649
10590285,10.587,5666
10590455,9.546,5462
10590599,19.224,5206
10590843,30.453,4750
10591215,29.823,5164
10591310,65.805,5442
10591375,14.918,4683
10591875,3.787,6347
10591921,30.685,5140
10592054,30.204,5486
10592106,10.285,5742
10592295,28.311,5365
10592371,18.687,5107
10592444,27.939,5075
10592535,36.462,4443
10592572,37.72,4610
10592683,17.725,4445
10592737,26.947,5484
10592793,4.745,6490
10593098,7.579,5129
10593297,7.782,5554
10593351,18.027,5721
10593671,22.45,5337
10593790,21.857,5711
10593850,24.818,5303
10594040,5.497,5809
10594312,11.067,6080
10596511,32.806,5083
10597391,8.98,4975
10597450,23.132,4651
10597555,11.308,5033
10597569,28.965,5369
10597649,19.584,4556
10597759,24.485,5527
10598045,18.045,4749
10598186,27.37,4574
10598279,12.608,6057
10598424,20.929,5469
10599040,16.641,5173
10599496,32.281,5288
10599800,16.923,4592
10599856,24.204,4832
10600113,7.933,5315
10600160,20.889,5350
10600218,19.09,5748
10600713,18.658,5586
10600742,34.564,4462
10600816,25.055,5017
10600885,13.886,5694
10601063,11.555,5033
10601119,13.875,5952
10601449,24.445,5661
10601586,9.493,6160
10601683,13.253,6099
10601797,25.442,5280
10602265,19.806,4609
10602536,27.048,4433
10603101,16.57,5491
10603247,16.284,5572
10603470,12.184,5565
10603741,22.183,5542
10603757,23.357,5078
10604119,11.965,5656
10604816,27.514,5370
10605103,11.153,5856
10609295,54.824,5376
10609814,2.86,6413
10609977,24.028,5576
10610065,22.629,5671
10610096,19.226,6212
10610107,22.908,4809
10610218,12.164,5624
10610278,3.618,6445
10610298,30.309,5528
10610702,3.93,5618
10611035,12.489,4459
10611207,8.061,6386
10611331,14.478,4749
10611358,15.185,5674
10611513,10.647,5486
10611703,17.0,5675
10611771,25.172,4646
10611888,16.144,5756
10611897,8.837,5090
10611919,11.603,5447
10612005,12.741,5078
10612076,14.859,5114
10612164,12.148,5178
10613120,17.627,5791
10613242,4.013,5909
10613426,18.116,5796
10613494,11.432,6080
10613698,12.901,6029
10613792,31.542,4760
10613807,8.96,6173
10613834,27.641,5142
10613866,23.12,5486
10613872,8.422,6069
10614021,12.97,5216
10614046,15.212,5513
10614094,7.981,5957
10614109,18.551,5541
10614141,9.09,5617
